date,game_no,vis,home,,temp,wind_speed,conditions,percip
9/4/2013,0,BAL,CLE,415210BALCLE,77,11,sunny,null
9/4/2013,0,LAN,COL,415210LANCOL,79,6,null,null
9/4/2013,0,MIN,HOU,415210MINHOU,73,0,in dome,null
9/4/2013,0,SEA,KCA,415210SEAKCA,82,7,cloudy,null
9/4/2013,0,PIT,MIL,415210PITMIL,70,18,cloudy,null
9/4/2013,0,CHA,NYA,415210CHANYA,79,9,sunny,null
9/4/2013,0,TEX,OAK,415210TEXOAK,68,6,sunny,null
9/4/2013,0,WAS,PHI,415210WASPHI,80,11,sunny,null
9/4/2013,0,SFN,SDN,415210SFNSDN,78,10,sunny,null
9/5/2013,0,TBA,ANA,415220TBAANA,88,4,cloudy,null
9/5/2013,0,CHA,BAL,415220CHABAL,76,4,null,null
9/5/2013,0,SLN,CIN,415220SLNCIN,85,10,cloudy,null
9/5/2013,0,SEA,KCA,415220SEAKCA,87,4,cloudy,null
9/5/2013,0,BOS,NYA,415220BOSNYA,71,14,sunny,null
9/5/2013,0,HOU,OAK,415220HOUOAK,69,13,sunny,null
9/5/2013,0,ARI,SFN,415220ARISFN,67,13,sunny,null
9/6/2013,0,TEX,ANA,415230TEXANA,89,4,cloudy,null
9/6/2013,0,CHA,BAL,415230CHABAL,75,2,sunny,null
9/6/2013,0,MIL,CHN,415230MILCHN,76,6,sunny,null
9/6/2013,0,LAN,CIN,415230LANCIN,84,4,sunny,null
9/6/2013,0,NYN,CLE,415230NYNCLE,69,7,null,null
9/6/2013,0,DET,KCA,415230DETKCA,88,5,sunny,null
9/6/2013,0,WAS,MIA,415230WASMIA,80,0,in dome,null
9/6/2013,0,TOR,MIN,415230TORMIN,89,13,cloudy,null
9/6/2013,0,BOS,NYA,415230BOSNYA,68,5,sunny,null
9/6/2013,0,HOU,OAK,415230HOUOAK,80,7,sunny,null
9/6/2013,0,ATL,PHI,415230ATLPHI,71,7,sunny,null
9/6/2013,0,COL,SDN,415230COLSDN,75,8,cloudy,null
9/6/2013,0,TBA,SEA,415230TBASEA,69,1,cloudy,null
9/6/2013,0,ARI,SFN,415230ARISFN,72,12,sunny,null
9/6/2013,0,PIT,SLN,415230PITSLN,85,8,sunny,null
9/7/2013,0,TEX,ANA,415240TEXANA,88,9,cloudy,null
9/7/2013,0,CHA,BAL,415240CHABAL,77,5,sunny,null
9/7/2013,0,MIL,CHN,415240MILCHN,82,2,null,null
9/7/2013,0,LAN,CIN,415240LANCIN,85,5,sunny,null
9/7/2013,0,NYN,CLE,415240NYNCLE,82,8,cloudy,null
9/7/2013,0,DET,KCA,415240DETKCA,96,13,sunny,null
9/7/2013,0,WAS,MIA,415240WASMIA,78,0,in dome,null
9/7/2013,0,TOR,MIN,415240TORMIN,88,11,cloudy,null
9/7/2013,0,BOS,NYA,415240BOSNYA,76,7,sunny,null
9/7/2013,0,HOU,OAK,415240HOUOAK,84,6,sunny,null
9/7/2013,0,ATL,PHI,415240ATLPHI,79,7,cloudy,null
9/7/2013,0,COL,SDN,415240COLSDN,77,6,sunny,null
9/7/2013,0,TBA,SEA,415240TBASEA,72,0,sunny,null
9/7/2013,0,ARI,SFN,415240ARISFN,74,8,sunny,null
9/7/2013,0,PIT,SLN,415240PITSLN,95,9,cloudy,null
9/8/2013,0,TEX,ANA,415250TEXANA,84,8,cloudy,null
9/8/2013,0,CHA,BAL,415250CHABAL,84,8,cloudy,null
9/8/2013,0,MIL,CHN,415250MILCHN,71,15,cloudy,null
9/8/2013,0,LAN,CIN,415250LANCIN,85,4,cloudy,null
9/8/2013,0,NYN,CLE,415250NYNCLE,74,15,cloudy,null
9/8/2013,0,DET,KCA,415250DETKCA,99,6,sunny,null
9/8/2013,0,WAS,MIA,415250WASMIA,78,0,in dome,null
9/8/2013,0,TOR,MIN,415250TORMIN,75,12,overcast,null
9/8/2013,0,BOS,NYA,415250BOSNYA,80,13,cloudy,null
9/8/2013,0,HOU,OAK,415250HOUOAK,75,6,sunny,null
9/8/2013,0,ATL,PHI,415250ATLPHI,83,13,cloudy,null
9/8/2013,0,COL,SDN,415250COLSDN,73,10,sunny,null
9/8/2013,0,TBA,SEA,415250TBASEA,66,3,sunny,null
9/8/2013,0,ARI,SFN,415250ARISFN,72,5,sunny,null
9/8/2013,0,PIT,SLN,415250PITSLN,73,4,overcast,null
9/9/2013,0,NYA,BAL,415260NYABAL,75,6,sunny,null
9/9/2013,0,DET,CHA,415260DETCHA,90,13,sunny,null
9/9/2013,0,CHN,CIN,415260CHNCIN,88,9,sunny,null
9/9/2013,0,KCA,CLE,415260KCACLE,77,6,cloudy,null
9/9/2013,0,ARI,LAN,415260ARILAN,68,5,sunny,null
9/9/2013,0,ATL,MIA,415260ATLMIA,78,0,in dome,null
9/9/2013,0,ANA,MIN,415260ANAMIN,93,13,cloudy,null
9/9/2013,0,WAS,NYN,415260WASNYN,68,12,null,null
9/9/2013,0,HOU,SEA,415260HOUSEA,73,4,sunny,null
9/9/2013,0,COL,SFN,415260COLSFN,66,9,sunny,null
9/9/2013,0,PIT,TEX,415260PITTEX,92,11,cloudy,null
9/10/2013,0,NYA,BAL,415270NYABAL,87,4,cloudy,null
9/10/2013,0,DET,CHA,415270DETCHA,90,12,cloudy,null
9/10/2013,0,CHN,CIN,415270CHNCIN,90,10,overcast,null
9/10/2013,0,KCA,CLE,415270KCACLE,94,12,sunny,null
9/10/2013,0,ARI,LAN,415270ARILAN,68,6,sunny,null
9/10/2013,0,ATL,MIA,415270ATLMIA,76,0,in dome,null
9/10/2013,0,OAK,MIN,415270OAKMIN,80,9,cloudy,null
9/10/2013,0,WAS,NYN,415270WASNYN,84,11,null,null
9/10/2013,0,SDN,PHI,415270SDNPHI,86,10,cloudy,null
9/10/2013,0,HOU,SEA,415270HOUSEA,73,2,sunny,null
9/10/2013,0,COL,SFN,415270COLSFN,65,15,cloudy,null
9/10/2013,0,MIL,SLN,415270MILSLN,94,7,cloudy,null
9/10/2013,0,BOS,TBA,415270BOSTBA,72,0,in dome,null
9/10/2013,0,PIT,TEX,415270PITTEX,89,8,cloudy,null
9/10/2013,0,ANA,TOR,415270ANATOR,72,10,sunny,null
9/11/2013,0,NYA,BAL,415280NYABAL,89,5,sunny,null
9/11/2013,0,DET,CHA,415280DETCHA,75,3,null,null
9/11/2013,0,CHN,CIN,415280CHNCIN,84,6,overcast,null
9/11/2013,0,KCA,CLE,415280KCACLE,87,8,null,null
9/11/2013,0,ARI,LAN,415280ARILAN,70,4,sunny,null
9/11/2013,0,ATL,MIA,415280ATLMIA,76,0,in dome,null
9/11/2013,0,OAK,MIN,415280OAKMIN,83,14,cloudy,null
9/11/2013,0,WAS,NYN,415280WASNYN,84,12,cloudy,null
9/11/2013,0,SDN,PHI,415280SDNPHI,91,12,cloudy,null
9/11/2013,0,HOU,SEA,415280HOUSEA,80,0,sunny,null
9/11/2013,0,COL,SFN,415280COLSFN,68,7,overcast,null
9/11/2013,0,MIL,SLN,415280MILSLN,91,5,sunny,null
9/11/2013,0,BOS,TBA,415280BOSTBA,72,0,in dome,null
9/11/2013,0,PIT,TEX,415280PITTEX,87,3,sunny,null
9/11/2013,0,ANA,TOR,415280ANATOR,68,0,in dome,null
9/12/2013,0,NYA,BAL,415290NYABAL,72,1,null,null
9/12/2013,0,CLE,CHA,415290CLECHA,65,14,cloudy,null
9/12/2013,0,SFN,LAN,415290SFNLAN,74,7,sunny,null
9/12/2013,0,ATL,MIA,415290ATLMIA,75,0,in dome,null
9/12/2013,0,OAK,MIN,415290OAKMIN,70,17,cloudy,null
9/12/2013,0,WAS,NYN,415290WASNYN,84,10,null,null
9/12/2013,0,SDN,PHI,415290SDNPHI,74,8,null,null
9/12/2013,0,CHN,PIT,415290CHNPIT,72,7,null,null
9/12/2013,0,MIL,SLN,415290MILSLN,81,14,sunny,null
9/12/2013,0,BOS,TBA,415290BOSTBA,72,0,in dome,null
9/12/2013,0,ANA,TOR,415290ANATOR,70,9,cloudy,null
9/13/2013,0,COL,ARI,415300COLARI,97,7,sunny,null
9/13/2013,0,SDN,ATL,415300SDNATL,78,13,cloudy,null
9/13/2013,0,NYA,BOS,415300NYABOS,67,8,null,null
9/13/2013,0,CLE,CHA,415300CLECHA,57,19,cloudy,null
9/13/2013,0,KCA,DET,415300KCADET,57,17,sunny,null
9/13/2013,0,ANA,HOU,415300ANAHOU,73,0,in dome,null
9/13/2013,0,SFN,LAN,415300SFNLAN,76,3,sunny,null
9/13/2013,0,CIN,MIL,415300CINMIL,70,0,in dome,null
9/13/2013,0,TBA,MIN,415300TBAMIN,67,8,sunny,null
9/13/2013,0,MIA,NYN,415300MIANYN,70,17,cloudy,null
9/13/2013,0,CHN,PIT,415300CHNPIT,59,13,null,null
9/13/2013,0,SEA,SLN,415300SEASLN,70,9,sunny,null
9/13/2013,0,OAK,TEX,415300OAKTEX,92,5,sunny,null
9/13/2013,0,BAL,TOR,415300BALTOR,68,0,in dome,null
9/13/2013,0,PHI,WAS,415300PHIWAS,71,6,null,null
9/14/2013,0,COL,ARI,415310COLARI,78,0,in dome,null
9/14/2013,0,SDN,ATL,415310SDNATL,77,7,sunny,null
9/14/2013,0,NYA,BOS,415310NYABOS,67,7,cloudy,null
9/14/2013,0,CLE,CHA,415310CLECHA,69,8,cloudy,null
9/14/2013,0,KCA,DET,415310KCADET,65,6,sunny,null
9/14/2013,0,ANA,HOU,415310ANAHOU,73,0,in dome,null
9/14/2013,0,SFN,LAN,415310SFNLAN,80,7,sunny,null
9/14/2013,0,CIN,MIL,415310CINMIL,63,6,cloudy,null
9/14/2013,0,TBA,MIN,415310TBAMIN,70,11,null,rain
9/14/2013,1,MIA,NYN,415311MIANYN,68,9,cloudy,null
9/14/2013,2,MIA,NYN,415312MIANYN,62,15,sunny,null
9/14/2013,0,CHN,PIT,415310CHNPIT,64,2,sunny,null
9/14/2013,0,SEA,SLN,415310SEASLN,73,3,sunny,null
9/14/2013,0,OAK,TEX,415310OAKTEX,83,9,sunny,null
9/14/2013,0,BAL,TOR,415310BALTOR,59,9,sunny,null
9/14/2013,0,PHI,WAS,415310PHIWAS,66,12,sunny,null
9/15/2013,0,COL,ARI,415320COLARI,75,0,in dome,null
9/15/2013,0,SDN,ATL,415320SDNATL,77,6,cloudy,null
9/15/2013,0,NYA,BOS,415320NYABOS,69,6,null,null
9/15/2013,0,CLE,CHA,415320CLECHA,58,2,null,rain
9/15/2013,0,KCA,DET,415320KCADET,64,7,null,null
9/15/2013,0,ANA,HOU,415320ANAHOU,73,0,in dome,null
9/15/2013,0,SFN,LAN,415320SFNLAN,87,7,sunny,null
9/15/2013,0,CIN,MIL,415320CINMIL,67,0,in dome,null
9/15/2013,0,TBA,MIN,415320TBAMIN,62,12,overcast,null
9/15/2013,0,MIA,NYN,415320MIANYN,69,5,cloudy,null
9/15/2013,0,CHN,PIT,415320CHNPIT,68,4,cloudy,null
9/15/2013,0,SEA,SLN,415320SEASLN,77,8,cloudy,null
9/15/2013,0,OAK,TEX,415320OAKTEX,92,2,cloudy,null
9/15/2013,0,BAL,TOR,415320BALTOR,69,0,in dome,null
9/15/2013,0,PHI,WAS,415320PHIWAS,72,4,null,null
9/16/2013,0,LAN,ARI,415330LANARI,101,5,sunny,null
9/16/2013,0,MIN,CHA,415330MINCHA,57,15,sunny,null
9/16/2013,0,SLN,COL,415330SLNCOL,72,3,sunny,null
9/16/2013,0,SEA,DET,415330SEADET,62,7,sunny,null
9/16/2013,0,CIN,HOU,415330CINHOU,73,0,in dome,null
9/16/2013,0,CLE,KCA,415330CLEKCA,61,7,overcast,null
9/16/2013,0,CHN,MIL,415330CHNMIL,68,0,in dome,null
9/16/2013,0,ANA,OAK,415330ANAOAK,58,12,sunny,null
9/16/2013,0,MIA,PHI,415330MIAPHI,71,11,null,null
9/16/2013,0,SDN,PIT,415330SDNPIT,66,7,null,null
9/16/2013,0,TEX,TBA,415330TEXTBA,72,0,in dome,null
9/17/2013,0,LAN,ARI,415340LANARI,102,5,cloudy,null
9/17/2013,0,BAL,BOS,415340BALBOS,59,5,cloudy,null
9/17/2013,0,MIN,CHA,415340MINCHA,65,11,null,null
9/17/2013,0,SLN,COL,415340SLNCOL,81,2,cloudy,null
9/17/2013,0,SEA,DET,415340SEADET,61,10,cloudy,null
9/17/2013,0,CIN,HOU,415340CINHOU,73,0,in dome,null
9/17/2013,0,CLE,KCA,415340CLEKCA,71,13,cloudy,null
9/17/2013,0,CHN,MIL,415340CHNMIL,68,0,in dome,null
9/17/2013,0,SFN,NYN,415340SFNNYN,63,5,sunny,null
9/17/2013,0,ANA,OAK,415340ANAOAK,62,9,sunny,null
9/17/2013,0,MIA,PHI,415340MIAPHI,63,7,sunny,null
9/17/2013,0,SDN,PIT,415340SDNPIT,67,5,sunny,null
9/17/2013,0,TEX,TBA,415340TEXTBA,72,0,in dome,null
9/17/2013,0,NYA,TOR,415340NYATOR,68,0,in dome,null
9/17/2013,1,ATL,WAS,415341ATLWAS,63,5,sunny,null
9/17/2013,2,ATL,WAS,415342ATLWAS,63,3,sunny,null
9/18/2013,0,LAN,ARI,415350LANARI,98,4,sunny,null
9/18/2013,0,BAL,BOS,415350BALBOS,70,9,sunny,null
9/18/2013,0,MIN,CHA,415350MINCHA,80,9,cloudy,null
9/18/2013,0,SLN,COL,415350SLNCOL,68,8,overcast,null
9/18/2013,0,SEA,DET,415350SEADET,71,10,cloudy,null
9/18/2013,0,CIN,HOU,415350CINHOU,73,0,in dome,null
9/18/2013,0,CLE,KCA,415350CLEKCA,85,15,sunny,null
9/18/2013,0,CHN,MIL,415350CHNMIL,74,13,sunny,null
9/18/2013,0,SFN,NYN,415350SFNNYN,64,11,sunny,null
9/18/2013,0,ANA,OAK,415350ANAOAK,70,8,sunny,null
9/18/2013,0,MIA,PHI,415350MIAPHI,70,5,cloudy,null
9/18/2013,0,SDN,PIT,415350SDNPIT,71,7,cloudy,null
9/18/2013,0,TEX,TBA,415350TEXTBA,72,0,in dome,null
9/18/2013,0,NYA,TOR,415350NYATOR,61,9,cloudy,null
9/18/2013,0,ATL,WAS,415350ATLWAS,65,2,cloudy,null
9/19/2013,0,LAN,ARI,415360LANARI,74,0,in dome,null
9/19/2013,0,BAL,BOS,415360BALBOS,69,2,sunny,null
9/19/2013,0,HOU,CLE,415360HOUCLE,74,10,cloudy,null
9/19/2013,0,SLN,COL,415360SLNCOL,59,9,cloudy,null
9/19/2013,0,SEA,DET,415360SEADET,77,11,null,null
9/19/2013,0,CHN,MIL,415360CHNMIL,78,7,cloudy,null
9/19/2013,0,SFN,NYN,415360SFNNYN,75,6,sunny,null
9/19/2013,0,MIN,OAK,415360MINOAK,72,9,sunny,null
9/19/2013,0,SDN,PIT,415360SDNPIT,71,4,cloudy,null
9/19/2013,0,TEX,TBA,415360TEXTBA,72,0,in dome,null
9/19/2013,0,NYA,TOR,415360NYATOR,68,6,cloudy,null
9/19/2013,0,MIA,WAS,415360MIAWAS,73,3,cloudy,null
9/20/2013,0,SEA,ANA,415370SEAANA,68,5,overcast,null
9/20/2013,0,TOR,BOS,415370TORBOS,68,8,sunny,null
9/20/2013,0,ATL,CHN,415370ATLCHN,76,6,null,null
9/20/2013,0,HOU,CLE,415370HOUCLE,82,11,cloudy,null
9/20/2013,0,ARI,COL,415370ARICOL,70,3,sunny,null
9/20/2013,0,CHA,DET,415370CHADET,71,10,overcast,null
9/20/2013,0,TEX,KCA,415370TEXKCA,67,7,cloudy,null
9/20/2013,0,SLN,MIL,415370SLNMIL,66,11,null,null
9/20/2013,0,SFN,NYA,415370SFNNYA,69,13,sunny,null
9/20/2013,0,MIN,OAK,415370MINOAK,60,12,overcast,null
9/20/2013,0,NYN,PHI,415370NYNPHI,75,7,sunny,null
9/20/2013,0,CIN,PIT,415370CINPIT,77,9,cloudy,null
9/20/2013,0,LAN,SDN,415370LANSDN,64,8,overcast,null
9/20/2013,0,BAL,TBA,415370BALTBA,72,0,in dome,null
9/20/2013,0,MIA,WAS,415370MIAWAS,73,4,cloudy,null
9/21/2013,0,SEA,ANA,415380SEAANA,72,8,sunny,null
9/21/2013,0,TOR,BOS,415380TORBOS,71,18,cloudy,null
9/21/2013,0,ATL,CHN,415380ATLCHN,63,11,cloudy,null
9/21/2013,0,HOU,CLE,415380HOUCLE,65,10,cloudy,null
9/21/2013,0,ARI,COL,415380ARICOL,77,3,cloudy,null
9/21/2013,0,CHA,DET,415380CHADET,66,7,sunny,null
9/21/2013,0,TEX,KCA,415380TEXKCA,73,4,sunny,null
9/21/2013,0,SLN,MIL,415380SLNMIL,68,0,in dome,null
9/21/2013,0,SFN,NYA,415380SFNNYA,74,14,null,null
9/21/2013,0,MIN,OAK,415380MINOAK,64,10,overcast,null
9/21/2013,0,NYN,PHI,415380NYNPHI,77,13,null,null
9/21/2013,0,CIN,PIT,415380CINPIT,62,6,null,null
9/21/2013,0,LAN,SDN,415380LANSDN,71,12,cloudy,null
9/21/2013,0,BAL,TBA,415380BALTBA,72,0,in dome,null
9/22/2013,0,SEA,ANA,415390SEAANA,75,3,cloudy,null
9/22/2013,0,TOR,BOS,415390TORBOS,68,11,cloudy,null
9/22/2013,0,ATL,CHN,415390ATLCHN,63,15,cloudy,null
9/22/2013,0,HOU,CLE,415390HOUCLE,59,10,null,null
9/22/2013,0,ARI,COL,415390ARICOL,75,9,null,null
9/22/2013,0,CHA,DET,415390CHADET,59,9,sunny,null
9/22/2013,0,TEX,KCA,415390TEXKCA,75,9,sunny,null
9/22/2013,0,SLN,MIL,415390SLNMIL,67,0,in dome,null
9/22/2013,0,SFN,NYA,415390SFNNYA,68,16,sunny,null
9/22/2013,0,MIN,OAK,415390MINOAK,63,10,null,null
9/22/2013,0,NYN,PHI,415390NYNPHI,71,14,cloudy,null
9/22/2013,0,CIN,PIT,415390CINPIT,61,11,cloudy,null
9/22/2013,0,LAN,SDN,415390LANSDN,72,7,sunny,null
9/22/2013,0,BAL,TBA,415390BALTBA,72,0,in dome,null
9/22/2013,1,MIA,WAS,415391MIAWAS,68,10,null,null
9/22/2013,2,MIA,WAS,415392MIAWAS,69,8,overcast,null
9/23/2013,0,OAK,ANA,415400OAKANA,80,5,sunny,null
9/23/2013,0,MIL,ATL,415400MILATL,75,9,cloudy,null
9/23/2013,0,TOR,CHA,415400TORCHA,63,9,sunny,null
9/23/2013,0,PIT,CHN,415400PITCHN,63,12,sunny,null
9/23/2013,0,NYN,CIN,415400NYNCIN,69,8,sunny,null
9/23/2013,0,PHI,MIA,415400PHIMIA,77,0,in dome,null
9/23/2013,0,DET,MIN,415400DETMIN,72,15,cloudy,null
9/23/2013,0,ARI,SDN,415400ARISDN,70,5,sunny,null
9/23/2013,0,KCA,SEA,415400KCASEA,60,0,in dome,null
9/23/2013,0,WAS,SLN,415400WASSLN,73,8,sunny,null
9/23/2013,0,BAL,TBA,415400BALTBA,72,0,in dome,null
9/23/2013,0,HOU,TEX,415400HOUTEX,83,9,sunny,null
9/24/2013,0,OAK,ANA,415410OAKANA,78,5,sunny,null
9/24/2013,0,MIL,ATL,415410MILATL,68,6,null,null
9/24/2013,0,TOR,BAL,415410TORBAL,72,2,sunny,null
9/24/2013,0,PIT,CHN,415410PITCHN,63,14,cloudy,null
9/24/2013,0,NYN,CIN,415410NYNCIN,74,6,cloudy,null
9/24/2013,0,CHA,CLE,415410CHACLE,62,12,sunny,null
9/24/2013,0,BOS,COL,415410BOSCOL,70,4,sunny,null
9/24/2013,0,PHI,MIA,415410PHIMIA,78,0,in dome,null
9/24/2013,0,DET,MIN,415410DETMIN,72,9,sunny,null
9/24/2013,0,TBA,NYA,415410TBANYA,69,9,sunny,null
9/24/2013,0,ARI,SDN,415410ARISDN,69,9,cloudy,null
9/24/2013,0,KCA,SEA,415410KCASEA,58,1,null,null
9/24/2013,0,LAN,SFN,415410LANSFN,61,25,cloudy,null
9/24/2013,0,WAS,SLN,415410WASSLN,77,8,cloudy,null
9/24/2013,0,HOU,TEX,415410HOUTEX,89,2,sunny,null
9/25/2013,0,OAK,ANA,415420OAKANA,75,7,sunny,null
9/25/2013,0,MIL,ATL,415420MILATL,64,8,overcast,null
9/25/2013,0,TOR,BAL,415420TORBAL,71,6,cloudy,null
9/25/2013,0,PIT,CHN,415420PITCHN,65,10,sunny,null
9/25/2013,0,NYN,CIN,415420NYNCIN,73,5,cloudy,null
9/25/2013,0,CHA,CLE,415420CHACLE,66,13,cloudy,null
9/25/2013,0,BOS,COL,415420BOSCOL,79,6,sunny,null
9/25/2013,0,PHI,MIA,415420PHIMIA,79,0,in dome,null
9/25/2013,0,DET,MIN,415420DETMIN,70,16,sunny,null
9/25/2013,0,TBA,NYA,415420TBANYA,70,7,cloudy,null
9/25/2013,0,ARI,SDN,415420ARISDN,65,5,overcast,null
9/25/2013,0,KCA,SEA,415420KCASEA,59,2,cloudy,null
9/25/2013,0,LAN,SFN,415420LANSFN,58,27,sunny,null
9/25/2013,0,WAS,SLN,415420WASSLN,77,4,cloudy,null
9/25/2013,0,HOU,TEX,415420HOUTEX,89,7,sunny,null
9/26/2013,0,PHI,ATL,415430PHIATL,71,1,cloudy,null
9/26/2013,0,TOR,BAL,415430TORBAL,73,6,sunny,null
9/26/2013,0,KCA,CHA,415430KCACHA,65,9,sunny,null
9/26/2013,0,CLE,MIN,415430CLEMIN,79,11,sunny,null
9/26/2013,0,TBA,NYA,415430TBANYA,66,6,cloudy,null
9/26/2013,0,MIL,NYN,415430MILNYN,64,7,null,null
9/26/2013,0,ARI,SDN,415430ARISDN,71,10,cloudy,null
9/26/2013,0,LAN,SFN,415430LANSFN,65,11,sunny,null
9/26/2013,0,ANA,TEX,415430ANATEX,89,12,sunny,null
9/27/2013,0,WAS,ARI,415440WASARI,84,6,sunny,null
9/27/2013,0,PHI,ATL,415440PHIATL,71,7,sunny,null
9/27/2013,0,BOS,BAL,415440BOSBAL,70,3,cloudy,null
9/27/2013,0,KCA,CHA,415440KCACHA,70,14,sunny,null
9/27/2013,0,PIT,CIN,415440PITCIN,79,8,sunny,null
9/27/2013,0,NYA,HOU,415440NYAHOU,73,0,in dome,null
9/27/2013,0,COL,LAN,415440COLLAN,74,3,sunny,null
9/27/2013,0,DET,MIA,415440DETMIA,84,14,cloudy,null
9/27/2013,0,CLE,MIN,415440CLEMIN,82,12,overcast,null
9/27/2013,0,MIL,NYN,415440MILNYN,63,7,null,null
9/27/2013,0,OAK,SEA,415440OAKSEA,59,0,in dome,null
9/27/2013,0,SDN,SFN,415440SDNSFN,68,0,sunny,null
9/27/2013,0,CHN,SLN,415440CHNSLN,82,10,sunny,null
9/27/2013,0,ANA,TEX,415440ANATEX,86,18,cloudy,null
9/27/2013,0,TBA,TOR,415440TBATOR,68,0,in dome,null
9/28/2013,0,WAS,ARI,415450WASARI,85,3,sunny,null
9/28/2013,0,PHI,ATL,415450PHIATL,70,11,cloudy,null
9/28/2013,0,BOS,BAL,415450BOSBAL,70,4,cloudy,null
9/28/2013,0,KCA,CHA,415450KCACHA,78,22,cloudy,null
9/28/2013,0,PIT,CIN,415450PITCIN,77,0,sunny,null
9/28/2013,0,NYA,HOU,415450NYAHOU,73,0,in dome,null
9/28/2013,0,COL,LAN,415450COLLAN,79,6,sunny,null
9/28/2013,0,DET,MIA,415450DETMIA,78,0,in dome,null
9/28/2013,0,CLE,MIN,415450CLEMIN,55,13,null,rain
9/28/2013,0,MIL,NYN,415450MILNYN,72,12,cloudy,null
9/28/2013,0,OAK,SEA,415450OAKSEA,60,0,in dome,null
9/28/2013,0,SDN,SFN,415450SDNSFN,67,3,cloudy,null
9/28/2013,0,CHN,SLN,415450CHNSLN,82,15,cloudy,null
9/28/2013,0,ANA,TEX,415450ANATEX,79,15,overcast,null
9/28/2013,0,TBA,TOR,415450TBATOR,64,12,cloudy,null
9/29/2013,0,WAS,ARI,415460WASARI,74,0,in dome,null
9/29/2013,0,PHI,ATL,415460PHIATL,73,4,cloudy,null
9/29/2013,0,BOS,BAL,415460BOSBAL,71,2,cloudy,null
9/29/2013,0,KCA,CHA,415460KCACHA,68,9,cloudy,null
9/29/2013,0,PIT,CIN,415460PITCIN,71,5,overcast,null
9/29/2013,0,NYA,HOU,415460NYAHOU,73,0,in dome,null
9/29/2013,0,COL,LAN,415460COLLAN,85,5,sunny,null
9/29/2013,0,DET,MIA,415460DETMIA,75,0,in dome,null
9/29/2013,0,CLE,MIN,415460CLEMIN,68,9,sunny,null
9/29/2013,0,MIL,NYN,415460MILNYN,69,11,cloudy,null
9/29/2013,0,OAK,SEA,415460OAKSEA,56,0,in dome,null
9/29/2013,0,SDN,SFN,415460SDNSFN,67,9,null,null
9/29/2013,0,CHN,SLN,415460CHNSLN,70,8,sunny,null
9/29/2013,0,ANA,TEX,415460ANATEX,78,16,sunny,null
9/29/2013,0,TBA,TOR,415460TBATOR,66,5,sunny,null
9/30/2013,0,TBA,TEX,415470TBATEX,82,8,sunny,null
10/1/2013,0,CIN,PIT,415480CINPIT,73,10,sunny,null
10/2/2013,0,TBA,CLE,415490TBACLE,69,2,sunny,null
10/3/2013,0,LAN,ATL,415500LANATL,71,2,sunny,null
10/3/2013,0,PIT,SLN,415500PITSLN,86,11,cloudy,null
10/4/2013,0,LAN,ATL,415510LANATL,80,4,cloudy,null
10/4/2013,0,TBA,BOS,415510TBABOS,63,3,null,null
10/4/2013,0,DET,OAK,415510DETOAK,77,10,sunny,null
10/4/2013,0,PIT,SLN,415510PITSLN,81,12,cloudy,null
10/5/2013,0,TBA,BOS,415520TBABOS,65,7,cloudy,null
10/5/2013,0,DET,OAK,415520DETOAK,82,7,sunny,null
10/6/2013,0,ATL,LAN,415530ATLLAN,87,7,sunny,null
10/6/2013,0,SLN,PIT,415530SLNPIT,84,9,cloudy,null
10/7/2013,0,OAK,DET,415540OAKDET,53,15,cloudy,null
10/7/2013,0,ATL,LAN,415540ATLLAN,71,7,sunny,null
10/7/2013,0,SLN,PIT,415540SLNPIT,58,15,null,null
10/7/2013,0,BOS,TBA,415540BOSTBA,72,0,null,null
10/8/2013,0,OAK,DET,415550OAKDET,67,8,sunny,null
10/8/2013,0,BOS,TBA,415550BOSTBA,72,0,null,null
10/9/2013,0,PIT,SLN,415560PITSLN,72,4,sunny,null
10/10/2013,0,DET,OAK,415570DETOAK,63,10,sunny,null
10/11/2013,0,LAN,SLN,415580LANSLN,66,18,sunny,null
10/12/2013,0,DET,BOS,415590DETBOS,55,12,null,null
10/12/2013,0,LAN,SLN,415590LANSLN,75,6,sunny,null
10/13/2013,0,DET,BOS,415600DETBOS,53,3,cloudy,null
10/14/2013,0,SLN,LAN,415610SLNLAN,79,7,sunny,null
10/15/2013,0,BOS,DET,415620BOSDET,63,10,null,null
10/15/2013,0,SLN,LAN,415620SLNLAN,82,4,sunny,null
10/16/2013,0,BOS,DET,415630BOSDET,56,15,null,null
10/16/2013,0,SLN,LAN,415630SLNLAN,82,7,sunny,null
10/17/2013,0,BOS,DET,415640BOSDET,51,10,overcast,null
10/18/2013,0,LAN,SLN,415650LANSLN,52,10,cloudy,null
10/19/2013,0,DET,BOS,415660DETBOS,59,8,cloudy,null
10/23/2013,0,SLN,BOS,415700SLNBOS,50,5,null,null
10/24/2013,0,SLN,BOS,415710SLNBOS,49,12,sunny,null
10/26/2013,0,BOS,SLN,415730BOSSLN,58,6,sunny,null
10/27/2013,0,BOS,SLN,415740BOSSLN,52,5,sunny,null
10/28/2013,0,BOS,SLN,415750BOSSLN,61,4,sunny,null
10/30/2013,0,SLN,BOS,415770SLNBOS,49,5,cloudy,null
3/22/2014,0,LAN,ARI,417200LANARI,75,5,overcast,null
3/23/2014,0,LAN,ARI,417210LANARI,79,5,cloudy,null
3/30/2014,0,LAN,SDN,417280LANSDN,67,11,sunny,null
